houshold,brand_car,age_car_yr,Sum_Totprem_Auto,Cars,salard_Age_cus_HH,cus_tenure_mth,HH_tenure_mth,FA_DCT,Fc,FD,cs_flag_auto,zone,salary,rural_urban,fraud_Ind
5201,3,23,0,2,25,129,174,1,4,1,0,3,1886115,0,0
5202,3,11,0,2,26,123,162,1,3,1,0,4,4603111,1,0
5203,2,3,0,2,45,7,12,0,1,2,0,4,3780810,0,0
5204,2,1,0,1,49,37,42,0,1,2,0,3,1844378,0,0
5205,1,11,0,3,25,299,316,0,1,2,0,5,4334464,0,0
5206,3,3,0,1,25,132,110,0,3,2,0,3,1882556,1,0
5207,7,3,0,2,41,158,178,0,3,1,0,2,4508595,0,0
5208,2,5,0,3,37,38,84,0,2,2,0,2,3978801,0,0
5209,7,4,0,2,25,202,227,0,2,3,0,3,4309162,0,0
5210,3,4,0,1,38,53,77,0,1,1,0,3,3085620,0,0
5211,1,4,0,1,48,302,351,1,2,4,0,4,3400327,0,0
5212,1,10,0,2,33,10,15,1,2,3,0,4,4475834,1,0
5213,2,4,0,2,47,130,147,0,1,1,0,2,1823277,0,0
5214,2,15,0,1,41,30,51,0,3,2,0,4,1799619,0,0
5215,2,9,0,4,44,7,12,0,1,1,0,4,3468780,0,0
5216,1,27,0,1,25,74,112,0,2,3,0,3,4083253,0,0
5217,2,13,0,2,48,257,260,0,3,1,0,5,2084747,0,0
5218,7,17,0,1,47,187,209,0,2,3,0,2,1808712,1,0
5219,7,23,0,3,25,267,301,0,1,1,0,3,2827265,0,0
5220,2,6,0,3,49,228,275,1,3,2,0,4,4604974,0,0
5221,7,7,0,2,25,288,337,0,4,1,0,3,1435009,1,0
5222,7,2,0,1,26,143,270,1,3,2,0,5,4247178,0,0
5223,4,39,0,2,46,222,247,0,1,3,0,2,2678141,0,0
5224,2,4,0,1,40,265,309,0,3,4,0,4,3032390,0,0
5225,2,5,0,1,45,210,226,1,2,2,0,4,4685867,1,0
5226,2,5,0,3,47,113,278,0,3,1,0,4,1654663,0,0
5227,1,29,0,4,31,218,267,1,3,2,0,3,4338569,0,0
5228,7,9,0,1,51,270,316,0,1,1,0,4,2687731,0,0
5229,7,9,0,1,31,78,221,0,4,3,0,4,4575031,0,0
5230,4,7,0,2,43,305,333,0,2,1,0,1,1626970,0,0
5231,2,27,0,2,30,150,183,1,1,6,0,2,2401092,0,0
5232,2,11,0,1,45,175,187,0,3,4,0,3,3522797,0,0
5233,1,4,0,2,43,250,275,0,1,2,0,2,1888492,1,0
5234,1,11,0,1,38,62,227,0,5,2,0,2,1633972,1,0
5235,2,39,0,1,39,39,77,0,1,2,0,3,4694123,1,0
5236,7,12,0,1,43,300,328,0,1,1,0,1,3245102,1,0
5237,3,12,0,1,29,203,172,0,3,2,0,3,3030289,0,0
5238,7,34,0,2,36,126,176,1,3,3,0,1,2099644,1,0
5239,2,18,0,1,51,250,282,0,3,2,0,4,1349606,0,0
5240,3,5,0,2,25,328,347,1,2,2,0,1,1485303,0,0
5241,3,17,0,2,25,66,198,0,2,4,0,2,2481038,0,0
5242,1,24,0,2,45,231,283,0,3,3,0,4,1997229,0,0
5243,1,7,0,2,50,88,121,1,1,1,0,4,4461178,0,0
5244,2,16,0,1,32,88,170,0,2,1,0,3,3293048,1,0
5245,1,4,0,3,25,249,155,0,3,2,0,4,4430574,0,0
5246,4,4,0,2,36,34,39,1,1,2,0,3,2073833,0,0
5247,4,17,0,2,25,112,118,0,3,1,0,3,2311433,0,0
5248,2,3,0,1,32,19,34,1,2,3,0,3,3720470,0,0
5249,7,11,0,3,43,149,161,0,2,3,0,3,2425414,0,0
5250,1,16,0,3,25,290,339,0,1,1,0,2,3732006,0,0
5251,7,17,0,2,36,149,114,0,1,3,0,2,4479370,0,0
5252,4,17,0,1,29,144,222,0,2,2,0,3,4122531,0,0
5253,2,17,0,4,35,186,205,0,2,1,0,3,4209222,0,0
5254,3,17,0,3,37,198,199,0,3,1,0,2,3349701,1,0
5255,7,17,0,4,45,313,359,0,2,1,0,4,1873202,0,0
5256,7,9,0,1,35,34,57,1,1,3,0,4,4170247,0,0
5257,5,12,0,1,36,206,245,1,2,1,0,3,2398724,0,0
5258,4,11,0,1,34,183,254,0,1,1,0,2,2082086,0,0
5259,2,5,0,2,45,234,279,0,2,1,0,2,4552704,0,0
5260,2,4,0,3,29,272,298,0,4,4,0,3,2973189,0,0
5261,1,22,0,2,33,194,126,0,1,2,0,3,3852818,0,0
5262,7,23,0,1,26,262,296,0,1,1,0,2,3866509,1,0
5263,2,22,0,1,28,204,254,0,1,1,0,6,1561259,1,0
5264,2,2,0,2,29,62,110,0,4,1,0,4,3955468,0,0
5265,1,2,0,2,51,253,292,0,3,2,0,3,2347442,0,0
5266,3,18,0,2,51,83,117,0,3,2,0,5,2641376,0,0
5267,3,18,0,2,49,176,225,0,2,2,0,2,4455156,0,0
5268,7,5,0,2,36,191,205,0,2,3,0,3,3182407,0,0
5269,7,12,0,5,36,229,257,0,4,1,0,3,3633016,0,0
5270,1,12,0,2,28,222,238,1,2,3,0,3,1313200,0,0
5271,2,12,0,3,37,303,352,0,3,1,0,4,4443568,0,0
5272,7,19,0,2,48,173,135,0,1,2,0,2,4496752,0,0
5273,7,19,0,1,26,64,92,0,1,3,0,6,1711354,0,0
5274,7,19,0,1,37,241,249,0,1,1,0,3,2230075,0,0
5275,1,2,0,1,32,84,286,0,3,1,0,3,3631218,0,0
5276,7,6,0,1,45,309,359,0,1,2,0,4,1954028,0,0
5277,2,9,0,1,25,159,204,0,2,1,0,5,2772159,1,0
5278,1,9,0,2,26,7,12,0,1,1,0,2,1450552,0,0
5279,1,12,0,2,26,186,200,0,3,1,0,4,1531199,0,0
5280,2,3,0,1,25,15,42,0,2,1,0,3,2203884,0,0
5281,2,19,0,1,27,182,209,1,3,1,0,2,3112797,1,0
5282,2,20,0,2,30,106,181,0,3,2,0,4,2792736,0,0
5283,2,6,0,2,25,46,91,0,1,1,0,3,4168412,0,0
5284,2,4,0,2,26,79,115,0,1,2,0,2,3231246,0,0
5285,2,3,0,2,29,144,185,0,3,3,0,4,3773393,1,0
5286,7,19,0,1,38,62,100,0,2,2,0,5,2881921,1,0
5287,1,18,0,3,31,233,100,0,3,2,0,4,4318391,0,0
5288,2,9,0,2,30,128,161,0,1,1,0,2,3213943,0,0
5289,2,11,0,2,30,174,228,0,1,5,0,4,1962028,0,0
5290,5,7,0,1,50,38,53,1,3,1,0,5,4178441,1,0
5291,7,24,0,2,44,227,113,1,2,2,0,5,3444751,1,0
5292,4,5,0,2,29,256,112,1,3,5,0,3,3069815,0,0
5293,3,26,0,1,25,202,237,0,1,5,0,6,2685382,0,0
5294,7,12,0,1,35,153,194,1,3,3,0,4,1854576,0,0
5295,3,19,0,1,28,74,95,0,1,2,0,5,4610436,0,0
5296,3,27,0,3,38,7,12,0,1,2,0,3,3006104,0,0
5297,1,18,0,1,38,81,192,0,1,2,0,3,3418814,0,0
5298,2,6,0,1,39,5,24,0,3,1,0,5,2412072,0,0
5299,1,20,0,1,25,277,304,0,2,2,0,4,4098631,0,0
5300,3,13,0,1,26,139,161,1,1,2,0,5,1722656,0,0
5301,2,10,0,3,36,5,22,0,2,2,0,3,3065811,0,0
5302,1,6,0,1,32,255,104,0,2,4,0,4,1624224,0,0
5303,1,13,0,1,28,24,29,0,1,3,0,3,3776258,0,0
5304,1,13,0,1,36,149,198,1,3,1,0,4,2907619,0,0
5305,2,13,0,1,42,13,38,0,3,4,0,3,4007112,0,0
5306,3,43,0,3,35,117,140,0,2,1,0,6,2091671,0,0
5307,7,12,0,3,29,128,225,0,1,2,0,3,1982870,0,0
5308,1,4,0,1,35,100,114,0,3,2,0,4,1916753,0,0
5309,3,9,0,1,46,87,134,0,1,6,0,6,3155535,0,0
5310,1,17,0,2,28,318,348,0,4,1,0,4,2060385,0,0
5311,1,6,0,2,25,131,248,1,3,3,0,3,2919092,0,0
5312,3,5,0,1,28,11,16,0,2,2,0,4,2253647,0,0
5313,4,12,0,1,31,237,277,0,2,3,0,3,3486552,0,0
5314,4,29,0,2,26,80,173,0,1,6,0,5,2890168,0,0
5315,2,9,0,1,37,288,338,1,3,6,0,4,1479017,1,0
5316,1,9,0,1,27,7,27,1,1,1,0,5,3513414,0,0
5317,2,11,0,1,49,97,199,1,3,6,0,3,3178518,1,0
5318,1,7,0,2,45,139,173,0,3,3,0,3,1751648,0,0
5319,1,13,0,5,35,23,28,0,1,6,0,3,2520927,0,0
5320,1,11,0,1,29,206,241,0,3,6,0,4,4209574,0,0
5321,2,11,0,2,35,60,83,0,2,6,0,3,2387533,1,0
5322,2,39,0,2,46,55,77,0,3,1,0,5,2723492,0,0
5323,1,24,0,1,26,43,48,0,1,2,0,2,2069274,0,0
5324,7,11,0,1,43,76,97,0,2,6,0,3,3158798,1,0
5325,2,9,0,4,49,10,15,0,4,2,0,2,2627225,0,0
5326,2,12,0,2,51,261,307,0,3,1,0,4,1985870,0,0
5327,2,12,0,2,38,20,40,0,3,1,0,2,2634638,1,0
5328,2,2,0,2,48,297,333,1,3,3,0,4,2903524,0,0
5329,2,18,0,1,26,280,316,1,3,1,0,3,4006395,0,0
5330,1,15,0,2,50,125,173,0,1,4,0,2,4236139,0,0
5331,3,23,0,1,40,328,357,1,1,2,0,2,4140745,0,0
5332,7,16,0,4,39,187,252,0,3,1,0,5,1766616,0,0
5333,2,22,0,4,49,139,114,1,5,1,0,3,3384559,0,0
5334,1,9,0,1,41,158,184,1,3,3,0,6,3237950,0,0
5335,1,17,0,1,33,282,182,0,1,3,0,6,2834505,0,0
5336,7,3,0,2,38,160,210,1,1,1,0,4,2607767,0,0
5337,7,11,0,2,25,224,294,1,2,3,0,6,2672795,0,0
5338,3,11,0,1,38,169,266,0,3,1,0,4,3355129,0,0
5339,7,28,0,1,48,245,242,0,1,1,0,3,3398743,1,0
5340,1,16,0,2,47,226,273,0,2,1,0,6,3470192,0,0
5341,1,5,0,2,48,7,12,0,1,4,0,4,3638182,0,0
5342,1,4,0,2,45,258,292,0,2,1,0,4,2520172,1,0
5343,7,19,0,2,47,262,228,0,3,1,0,2,1951743,1,0
5344,2,10,0,1,42,139,136,0,2,3,0,5,1825182,0,0
5345,2,10,0,2,50,124,167,0,2,2,0,4,4003536,1,0
5346,2,6,0,2,50,177,230,0,3,3,0,4,3575992,0,0
5347,1,12,0,1,43,7,12,0,1,1,0,4,1343687,0,0
5348,1,19,0,2,41,195,213,0,1,4,0,3,2110829,0,0
5349,7,3,0,1,26,113,156,0,1,1,0,6,4553925,0,0
5350,2,11,0,1,25,172,176,0,2,2,0,4,4137130,0,0
5351,1,6,0,3,25,228,250,0,4,3,0,3,1429800,0,0
5352,3,6,0,3,39,266,303,0,2,2,0,6,4694140,0,0
5353,4,15,0,4,31,7,12,1,4,1,0,3,1493633,0,0
5354,7,11,0,1,45,279,318,0,3,1,0,5,2061249,0,0
5355,7,14,0,4,35,66,147,0,3,3,0,2,1785952,0,0
5356,2,5,0,2,28,322,341,1,2,1,0,2,4095621,0,0
5357,7,4,0,3,34,242,216,0,2,2,0,4,4096094,1,0
5358,4,12,0,3,48,248,109,0,3,3,0,2,3217859,0,0
5359,4,21,0,3,29,19,24,0,1,1,0,2,1437478,1,0
5360,3,3,0,2,35,232,246,0,2,4,0,5,1656674,0,0
5361,7,3,0,1,47,312,328,0,4,2,0,2,3640131,0,0
5362,7,3,0,3,25,59,87,0,3,1,0,5,4455630,0,0
5363,2,15,0,1,34,6,39,0,3,1,0,3,1523155,0,0
5364,2,20,0,2,47,192,221,0,3,1,0,2,2694034,0,0
5365,4,6,0,1,41,319,347,1,2,1,0,4,2450825,0,0
5366,2,12,0,1,27,111,135,0,3,1,0,2,2174069,0,0
5367,3,19,0,1,44,131,216,0,1,3,0,3,2958529,0,0
5368,7,19,0,2,38,242,289,0,3,2,0,2,2027119,0,0
5369,7,19,0,4,29,315,335,0,1,1,0,3,3405494,0,0
5370,3,19,0,3,29,86,112,0,1,5,0,5,1392481,1,0
5371,3,15,0,3,30,177,254,0,2,3,0,5,4341094,0,0
5372,2,8,0,1,31,187,233,0,1,2,0,4,1981366,0,0
5373,1,37,0,2,39,275,323,1,3,1,0,2,2153636,0,0
5374,2,21,0,3,45,7,12,0,1,3,0,3,1966629,0,0
5375,3,5,0,3,25,111,240,0,1,3,0,5,4264626,0,0
5376,3,12,0,2,32,285,326,0,1,4,0,3,1864199,0,0
5377,1,17,0,3,36,138,141,0,5,3,0,4,4379255,0,0
5378,2,20,0,3,27,88,268,0,3,1,0,5,1453126,0,0
5379,2,5,0,1,36,310,335,0,1,2,0,3,3420006,0,0
5380,4,1,0,1,37,12,61,0,3,5,0,3,3428577,0,0
5381,2,15,0,2,46,230,183,0,2,1,0,4,1946622,0,0
5382,2,6,0,1,34,262,140,0,3,2,0,4,2696981,0,0
5383,3,3,0,5,40,8,13,1,3,1,0,2,1990746,1,0
5384,2,7,0,1,37,231,279,0,4,1,0,2,2683146,1,0
5385,1,9,0,3,25,232,259,0,5,1,0,3,2341283,0,0
5386,1,9,0,1,49,294,313,0,3,2,0,2,3641839,0,0
5387,2,13,0,1,26,91,265,0,3,3,0,4,4099595,0,0
5388,3,13,0,3,43,124,148,0,1,2,0,3,3003182,0,0
5389,1,2,0,1,39,98,133,0,3,2,0,5,2984797,0,0
5390,1,1,0,2,43,151,200,0,2,2,0,3,2318905,0,0
5391,2,5,0,2,32,229,246,0,3,4,0,4,2179225,0,0
5392,1,22,0,2,50,115,291,1,3,1,0,3,1484241,0,0
5393,2,5,0,1,51,29,71,1,2,1,0,3,1353104,0,0
5394,2,3,0,1,25,320,346,1,2,1,0,5,3454933,0,0
5395,2,3,0,1,40,158,181,1,3,2,0,4,1497592,0,0
5396,1,27,0,2,25,117,130,1,3,1,0,7,2595341,1,0
5397,7,14,0,1,45,86,141,0,3,2,0,5,2482747,0,0
5398,1,14,0,3,40,161,173,0,2,4,0,7,4058415,1,0
5399,2,7,0,2,49,194,221,0,1,1,0,5,4676927,0,0
5400,2,11,0,2,33,6,27,0,1,5,0,4,1459192,0,0
5401,3,11,0,5,25,145,189,0,2,3,0,4,3198525,0,0
5402,1,39,0,2,43,100,225,1,1,6,0,3,2722360,0,0
5403,3,22,0,2,31,116,185,0,1,3,0,7,1460907,0,0
5404,2,10,0,3,27,212,257,0,1,2,0,3,3783317,0,0
5405,1,11,0,3,27,151,173,0,4,2,0,5,3165103,0,0
5406,1,16,0,1,49,126,162,0,2,4,0,5,3678337,0,0
5407,4,6,0,4,36,123,153,1,1,3,0,5,2732412,0,0
5408,3,5,0,1,30,30,69,0,3,2,0,4,4418995,0,0
5409,2,8,0,2,27,48,88,0,2,3,0,7,2024869,0,0
5410,1,6,0,3,45,32,37,0,3,2,0,3,1351781,0,0
5411,1,10,0,4,42,187,204,0,2,3,0,4,1926089,0,0
5412,3,28,0,2,29,165,297,0,3,3,0,4,3255915,0,0
5413,3,18,0,1,37,248,174,0,2,1,0,4,4397382,0,0
5414,7,20,0,1,36,315,344,0,1,3,0,4,2219641,0,0
5415,1,15,0,1,25,277,298,0,1,3,0,4,1727854,1,0
5416,1,15,0,1,50,282,304,0,2,1,0,5,2053180,0,0
5417,1,18,0,4,34,199,219,0,1,1,0,5,2547221,0,0
5418,2,1,0,4,47,12,33,1,2,2,0,5,2546585,0,0
5419,1,12,0,4,41,270,246,1,2,3,0,3,3121539,0,0
5420,1,2,0,1,49,223,114,1,2,1,0,3,1994685,1,0
5421,2,2,0,2,42,294,307,0,3,2,0,5,3310761,0,0
5422,1,2,0,2,42,219,238,0,3,5,0,4,3020954,0,0
5423,3,15,0,2,31,247,245,0,1,1,0,2,3366589,0,0
5424,7,7,0,2,35,97,121,0,3,3,0,4,4608585,0,0
5425,2,42,0,1,25,69,102,0,1,4,0,2,3493804,0,0
5426,7,35,0,1,49,141,103,0,4,1,0,1,2477371,1,0
5427,7,35,0,1,30,149,193,0,3,1,0,2,2495555,0,0
5428,7,6,0,1,38,226,275,0,3,1,0,2,3859512,1,0
5429,1,20,0,4,45,146,121,0,1,1,0,1,4531740,0,0
5430,3,8,0,2,46,148,225,0,3,1,0,5,3670094,0,0
5431,2,8,0,2,36,230,135,0,2,2,0,2,4248192,0,0
5432,7,21,0,1,29,208,198,0,3,1,0,5,1912410,0,0
5433,1,5,0,1,28,151,189,0,1,4,0,2,4083049,0,0
5434,5,5,0,2,36,195,220,0,4,4,0,2,1504728,0,0
5435,4,15,0,1,48,52,91,0,3,1,0,1,3038861,0,0
5436,1,6,0,1,45,73,123,0,2,2,0,3,4416258,0,0
5437,2,24,0,4,29,162,198,1,1,1,0,3,2711150,0,0
5438,3,6,0,5,25,314,355,1,1,4,0,2,2398116,0,0
5439,1,9,0,1,45,261,118,0,3,2,0,5,2982180,1,0
5440,1,10,0,3,36,11,16,0,1,1,0,2,1988824,0,0
5441,3,10,0,1,25,91,135,0,2,1,0,2,3720022,0,0
5442,7,14,0,2,32,41,74,0,4,2,0,1,1513796,0,0
5443,2,5,0,2,26,24,66,0,2,2,0,4,4575051,0,0
5444,2,8,0,2,28,132,293,1,2,3,0,5,1777641,0,0
5445,7,4,0,1,48,166,213,0,1,1,0,5,3159145,0,0
5446,2,4,0,2,50,246,251,0,3,2,0,1,1466363,0,0
5447,1,5,0,1,36,153,165,0,3,1,0,2,2386321,0,0
5448,7,5,0,3,32,131,114,1,1,2,0,5,1510772,0,0
5449,7,24,0,2,25,239,260,0,2,4,0,1,2989549,1,0
5450,7,19,0,1,27,195,243,0,3,3,0,1,4695617,1,0
5451,3,9,0,1,25,216,249,0,3,3,0,4,3396659,0,0
5452,3,9,0,1,50,4,38,0,4,1,0,1,4652315,1,0
5453,7,20,0,1,31,52,72,0,3,1,0,5,2151641,1,0
5454,7,20,0,3,43,188,250,0,3,3,0,2,4001312,0,0
5455,3,25,0,1,30,282,323,1,3,3,0,5,2757045,0,0
5456,1,16,0,1,48,195,135,1,3,2,0,3,4056942,0,0
5457,7,14,0,1,29,252,266,0,2,2,0,5,4340633,0,0
5458,7,20,0,2,49,223,239,0,3,2,0,2,1933272,0,0
5459,1,12,0,2,26,97,137,0,1,1,0,1,2130785,0,0
5460,2,3,0,2,48,118,143,0,1,1,0,3,4347953,0,0
5461,2,5,0,2,40,162,175,0,2,1,0,4,1365500,0,0
5462,3,5,0,1,39,153,146,1,3,2,0,4,3935195,0,0
5463,1,7,0,5,30,210,244,0,3,2,0,1,1534612,0,0
5464,1,9,0,2,27,172,217,0,1,4,0,3,2964732,0,0
5465,1,13,0,2,47,120,183,0,3,2,0,1,4475836,0,0
5466,2,11,0,2,42,7,12,0,4,1,0,2,2577243,0,0
5467,1,7,0,2,25,247,277,0,3,1,0,3,1928025,1,0
5468,1,7,0,3,38,6,49,0,3,2,0,1,3543608,0,0
5469,1,9,0,2,29,249,299,1,2,3,0,5,4442895,0,0
5470,2,11,0,2,25,180,173,0,3,3,0,3,3129533,0,0
5471,3,5,0,3,33,7,12,0,3,5,0,3,3733133,0,0
5472,2,23,119444.64,1,29,126,142,1,3,4,1,3,3864548,0,0
5473,1,19,11001.48,1,45,16,21,0,1,5,1,3,4093299,0,0
5474,2,8,154020.72,3,45,254,294,0,2,1,1,4,1542961,0,0
5475,7,8,124683.44,1,25,224,238,0,3,4,1,3,2578029,0,0
5476,2,11,140399.84,1,49,100,207,0,3,2,1,5,3756107,1,0
5477,1,1,151925.2,1,40,258,290,0,1,2,1,3,3367811,0,0
5478,4,24,153496.84,1,35,255,293,1,1,3,1,4,3980299,0,0
5479,3,6,6286.56,1,34,7,12,0,3,3,1,6,3738651,0,0
5480,1,7,164498.32,3,26,269,314,0,2,2,1,4,1564372,0,0
5481,1,2,38767.12,1,35,30,74,1,2,3,1,3,2622691,0,0
5482,1,7,46625.32,1,49,63,89,0,3,2,1,4,4563971,0,0
5483,2,16,97441.68,3,39,157,186,1,3,2,1,3,1427520,0,0
5484,1,10,129398.36,3,31,235,161,0,3,1,1,4,2012385,1,0
5485,1,1,133589.4,3,35,217,255,0,3,3,1,3,2292297,1,0
5486,3,4,86964.08,1,42,119,166,0,4,2,1,6,2289550,1,0
5487,2,2,146686.4,3,37,157,269,0,3,2,1,3,1603577,0,0
5488,4,26,84868.56,2,29,89,119,0,2,2,1,2,3323125,1,0
5489,3,9,0,2,28,54,97,0,1,5,0,5,4059811,1,0
5490,4,10,0,2,27,186,135,1,4,3,0,5,1994632,0,0
5491,2,10,0,1,32,193,222,0,2,2,0,4,2007879,1,0
5492,2,3,0,2,43,64,77,1,1,6,0,2,2913892,0,0
5493,1,3,0,2,43,342,360,1,2,1,0,4,3864534,0,0
5494,7,10,0,2,43,29,79,0,3,6,0,6,2083596,0,0
5495,7,10,0,1,36,101,147,0,3,2,0,4,4530036,0,0
5496,1,22,0,1,28,52,68,0,1,1,0,3,3357628,1,0
5497,2,12,0,3,48,267,287,0,1,1,0,6,2797366,0,0
5498,1,16,0,1,51,207,234,0,1,2,0,3,1742125,0,0
5499,1,34,0,4,25,158,178,0,2,3,0,3,3644180,0,0
5500,2,34,0,1,42,177,225,0,1,1,0,4,4572681,0,0
5501,2,2,0,3,28,71,290,0,2,1,0,3,3318790,1,0
5502,2,8,0,2,43,149,161,0,1,1,0,3,2914340,1,0
5503,3,28,0,3,25,259,298,1,2,2,0,6,3587180,0,0
5504,2,28,0,3,25,21,26,0,3,2,0,3,4442256,0,0
5505,2,6,0,3,46,38,73,0,3,5,0,4,1719593,0,0
5506,2,6,0,1,49,222,267,0,2,2,0,6,3974670,0,0
5507,1,23,0,1,36,230,268,0,1,1,0,4,4074041,0,0
5508,1,23,0,4,47,111,147,0,5,2,0,6,3874813,0,0
5509,1,5,0,1,25,225,252,0,1,4,0,5,3115768,0,0
5510,2,15,0,3,46,254,142,0,1,2,0,3,4060637,0,0
5511,7,18,0,3,40,119,151,0,3,1,0,5,2927076,0,0
5512,1,7,0,1,49,288,307,0,2,2,0,5,2426488,0,0
5513,1,5,0,3,31,19,24,1,2,2,0,3,2043036,0,0
5514,4,12,0,3,44,313,328,0,1,1,0,4,3631827,1,0
5515,1,12,0,5,28,157,185,0,3,1,0,4,4492310,1,0
5516,2,15,0,1,40,221,255,0,2,2,0,3,2355097,0,0
5517,2,3,0,1,30,228,110,0,1,1,0,3,1558017,0,0
5518,2,7,0,1,33,234,126,0,3,1,0,4,4366757,0,0
5519,1,16,0,1,44,27,74,0,2,1,0,3,3278565,1,0
5520,4,12,47869.96,1,29,251,251,0,2,4,1,4,1819657,0,0
5521,7,13,69672.12,2,48,280,294,1,3,2,1,5,1397440,0,0
5522,3,35,43367.34,2,25,170,183,0,1,3,1,4,4421354,0,0
5523,3,5,84127.9,5,43,337,355,0,3,4,1,3,1515472,0,0
5524,4,8,17062.56,2,25,25,72,0,1,4,1,4,2869772,0,0
5525,7,9,6398.46,2,43,15,27,1,3,2,1,3,3668862,0,0
5526,7,7,53083.52,2,38,121,262,1,2,2,1,3,1876329,0,0
5527,3,22,40997.54,3,29,88,251,1,2,1,1,3,3101056,1,0
5528,7,8,65880.44,1,51,249,278,0,1,3,1,3,4425266,0,0
5529,7,11,6872.42,1,46,1,29,0,3,2,1,4,2535345,0,0
5530,4,22,80099.24,2,28,323,338,0,3,3,1,4,3536328,0,0
5531,1,11,42182.44,4,34,140,178,0,2,3,1,3,2482773,1,0
5532,4,11,27252.7,2,37,89,115,0,2,1,1,4,2936113,0,0
5533,1,12,63510.64,1,47,201,172,0,1,3,1,3,2028997,0,0
5534,7,11,81047.16,1,47,312,342,0,1,2,1,4,2094486,0,0
5535,1,9,46922.04,2,26,185,198,0,3,4,1,3,2863801,1,0
5536,3,6,12322.96,2,49,13,52,0,2,2,1,6,2706837,1,0
5537,7,6,74411.72,2,25,299,314,0,1,2,1,6,4531241,1,0
5538,7,11,0,1,39,22,55,1,3,2,0,3,1678753,0,0
5539,3,8,0,4,37,16,58,1,2,3,0,4,4365711,0,0
5540,3,10,0,3,39,56,68,1,1,3,0,3,3419505,1,0
5541,3,12,0,1,25,97,113,1,4,1,0,6,2687512,0,0
5542,2,21,0,2,25,146,257,1,1,2,0,3,2076725,1,0
5543,1,21,0,1,37,3,22,0,1,3,0,6,2181438,0,0
5544,1,14,0,3,39,174,196,0,3,3,0,4,4339652,0,0
5545,2,3,0,4,37,216,141,0,2,3,0,3,2804895,0,0
5546,1,9,0,4,37,105,106,0,3,5,0,4,3872514,1,0
5547,2,11,0,1,25,272,289,0,1,4,0,3,4096172,0,0
5548,1,25,0,2,37,22,67,0,4,3,0,3,2975140,0,0
5549,1,20,0,2,26,178,221,0,1,5,0,4,2328177,0,0
5550,2,6,0,1,40,27,32,0,5,1,0,4,4281869,0,0
5551,3,12,0,1,26,133,145,0,1,2,0,6,2803891,0,0
5552,1,4,0,4,29,183,195,0,3,1,0,3,2809670,0,0
5553,1,25,0,2,48,246,291,0,2,1,0,6,1888599,1,0
5554,1,5,0,1,28,30,61,0,1,2,0,3,1508764,0,0
5555,1,25,0,1,31,203,225,0,1,2,0,3,3561588,0,0
5556,1,8,0,1,25,199,224,0,2,2,0,5,2435480,1,0
5557,2,9,42896.8,1,45,82,143,0,2,1,1,3,1662697,1,0
5558,2,17,47889.1,3,28,166,217,0,2,3,1,3,3659317,0,0
5559,3,17,50847.5,2,37,122,246,0,1,2,1,3,2703799,0,0
5560,3,7,49738.1,1,45,257,269,1,3,2,1,4,4229102,0,0
5561,1,7,37534.7,1,50,230,232,1,1,3,1,6,3624253,0,0
5562,1,14,46594.8,1,27,233,252,1,1,3,1,5,3743274,0,0
5563,1,17,48628.7,1,25,143,207,0,2,1,1,3,1461788,0,0
5564,1,8,17935.3,1,29,69,97,0,2,2,1,1,1453597,0,0
5565,2,26,41602.5,2,42,201,225,0,3,1,1,1,1986788,0,0
5566,3,12,58613.3,2,25,305,317,0,4,4,1,1,1349391,0,0
5567,2,17,2218.8,1,30,7,12,1,2,2,1,1,2359447,0,0
5568,2,3,39753.5,1,25,192,215,0,1,4,1,1,4099226,0,0
5569,7,19,31802.8,5,29,162,270,1,1,2,1,1,1978617,1,0
5570,7,5,19414.5,1,29,246,214,0,1,2,1,1,3512972,0,0
5571,1,5,0,1,31,165,177,0,1,1,0,1,4282348,0,0
5572,3,23,0,2,51,244,282,0,2,6,0,1,1858927,0,0
5573,2,5,0,4,30,199,118,0,3,6,0,1,1308482,1,0
5574,2,2,0,1,50,35,40,0,2,4,0,1,2586730,0,0
5575,2,6,0,1,43,252,299,1,2,2,0,1,1829772,0,0
5576,7,17,0,1,42,136,263,1,2,4,0,1,2122812,0,0
5577,2,9,0,1,42,233,279,0,2,2,0,2,3940726,1,0
5578,7,9,0,1,25,218,263,0,3,1,0,1,4200230,0,0
5579,2,6,0,1,27,150,184,0,1,2,0,2,1980788,0,0
5580,3,15,0,1,28,28,33,0,2,6,0,2,3123227,0,0
5581,7,4,0,1,32,36,41,0,1,3,0,1,3222541,0,0
5582,4,29,0,3,29,120,152,0,2,6,0,1,4166196,1,0
5583,2,9,0,1,47,134,151,0,1,6,0,2,2369143,0,0
5584,1,3,0,1,38,193,145,0,1,2,0,1,3110456,0,0
5585,7,1,0,2,28,236,123,1,3,1,0,1,3596470,0,0
5586,1,27,0,2,30,146,232,0,3,1,0,1,1878451,0,0
5587,2,3,0,1,41,309,348,0,1,1,0,1,1415901,0,0
5588,2,7,0,1,43,254,131,0,4,1,0,3,4057473,0,0
5589,2,10,0,1,48,243,292,0,1,2,0,1,2913357,1,0
5590,7,7,0,2,37,155,200,0,2,3,0,1,1753204,0,0
5591,3,23,0,2,51,45,89,0,3,4,0,1,3944333,1,0
5592,2,12,0,3,38,4,49,0,2,3,0,1,4615289,0,0
